Feature_id	Mean_decrease_in_accuracy	Standard_deviation
OTU3067	0.000125	NA
OTU187	0.000124978204010462	NA
OTU1844	0.000123392415272282	NA
OTU997	0.000123351158645276	NA
OTU2710	0.000122448392846875	NA
OTU2522	0.00012172619047619	NA
OTU2928	0.00012137836575998	NA
OTU723	0.000119345389778826	NA
OTU185	0.000118108620954921	NA
OTU3052	0.000117717631225696	NA
OTU1142	0.000114699627857523	NA
OTU1015	0.00011437908496732	NA
OTU1297	0.000111836978381096	NA
OTU2079	0.000111600738309142	NA
OTU1412	0.00011040326040326	NA
OTU372	0.000110356575062457	NA
OTU1402	0.000110105580693816	NA
OTU2664	0.00010993265993266	NA
OTU2446	0.000107518796992481	NA
OTU845	0.000107518796992481	NA
OTU1942	0.000106632307394503	NA
OTU1526	0.000105293564794339	NA
OTU207	0.00010287405505634	NA
OTU1957	0.000102552723654602	NA
OTU771	0.000102298850574713	NA
OTU2297	0.000101313145198594	NA
OTU641	9.89247311827957e-05	NA
OTU961	9.75369458128079e-05	NA
OTU2982	9.72240713620024e-05	NA
OTU2471	9.71304210543809e-05	NA
OTU1452	9.53373015873016e-05	NA
OTU2803	9.48405961139408e-05	NA
OTU642	9.28030303030303e-05	NA
OTU1081	9.09090909090909e-05	NA
OTU1386	9.07927963849016e-05	NA
OTU1842	9.07924053085343e-05	NA
OTU313	9.04176904176904e-05	NA
OTU14	9.02742642923722e-05	NA
OTU1089	8.98692810457516e-05	NA
OTU912	8.94411806775734e-05	NA
OTU2000	8.91584183804298e-05	NA
OTU2342	8.9126559714795e-05	NA
OTU146	8.81410256410256e-05	NA
OTU2633	8.78180872781642e-05	NA
OTU1592	8.74269005847953e-05	NA
OTU175	8.72605363984674e-05	NA
OTU1826	8.71452825612418e-05	NA
OTU2666	8.64989177489178e-05	NA
OTU2152	8.63121185701831e-05	NA
OTU2629	8.57142857142857e-05	NA
OTU682	8.57142857142857e-05	NA
OTU2051	8.5204991087344e-05	NA
OTU1843	8.46263389464125e-05	NA
OTU2728	8.42418769838125e-05	NA
OTU1163	8.41269841269841e-05	NA
OTU1869	8.32152923234517e-05	NA
OTU3064	8.31840573219884e-05	NA
OTU1346	8.31199970412098e-05	NA
OTU745	8.23664789802561e-05	NA
OTU184	8.10810810810811e-05	NA
OTU2931	8.10810810810811e-05	NA
OTU616	8.0470156478221e-05	NA
OTU121	7.98534798534799e-05	NA
OTU861	7.90540540540541e-05	NA
OTU1484	7.89473684210526e-05	NA
OTU49	7.78203706802778e-05	NA
OTU226	7.65280471162824e-05	NA
OTU2808	7.51031085157912e-05	NA
OTU2745	7.50158837620138e-05	NA
OTU1639	7.21349969627209e-05	NA
OTU1	7.08037525354969e-05	NA
OTU1874	6.84342879464831e-05	NA
OTU1973	6.66666666666667e-05	NA
OTU2996	6.66666666666667e-05	NA
OTU353	6.55913978494624e-05	NA
OTU2030	6.44257703081233e-05	NA
OTU1438	6.43017153097798e-05	NA
OTU216	6.41249681690858e-05	NA
OTU671	6.3894523326572e-05	NA
OTU2787	6.25610948191593e-05	NA
OTU1794	6.25024606330768e-05	NA
OTU1129	6.25e-05	NA
OTU2012	6.25e-05	NA
OTU2544	6.25e-05	NA
OTU746	6.25e-05	NA
OTU1182	6.21250519969685e-05	NA
OTU814	6.18055555555555e-05	NA
OTU3090	6.06617647058824e-05	NA
OTU1608	6.06060606060606e-05	NA
OTU223	6.06060606060606e-05	NA
OTU2838	6.06060606060606e-05	NA
OTU788	6.06060606060606e-05	NA
OTU2399	6.04575163398693e-05	NA
OTU601	6.03603603603604e-05	NA
OTU285	6.00358422939068e-05	NA
OTU1717	5.98214285714286e-05	NA
OTU2733	5.92518989577813e-05	NA
OTU1361	5.8974358974359e-05	NA
OTU1095	5.88235294117647e-05	NA
OTU897	5.88235294117647e-05	NA
OTU974	5.88235294117647e-05	NA
OTU335	5.8767825311943e-05	NA
OTU1333	5.80808080808081e-05	NA
OTU1510	5.80808080808081e-05	NA
OTU554	5.80808080808081e-05	NA
OTU945	5.80808080808081e-05	NA
OTU577	5.75590398171043e-05	NA
OTU2533	5.7539574015716e-05	NA
OTU2457	5.72452465834819e-05	NA
OTU289	5.71428571428571e-05	NA
OTU383	5.71428571428571e-05	NA
OTU590	5.71428571428571e-05	NA
OTU707	5.71428571428571e-05	NA
OTU804	5.71428571428571e-05	NA
OTU826	5.71428571428571e-05	NA
OTU111	5.65233688617476e-05	NA
OTU451	5.59440559440559e-05	NA
OTU751	5.55555555555556e-05	NA
OTU3026	5.48943901885078e-05	NA
OTU3072	5.48943901885078e-05	NA
OTU388	5.48048048048048e-05	NA
OTU878	5.48048048048048e-05	NA
OTU1193	5.45122887864823e-05	NA
OTU2822	5.44117647058824e-05	NA
OTU1926	5.41125541125541e-05	NA
OTU2430	5.40540540540541e-05	NA
OTU2853	5.40540540540541e-05	NA
OTU219	5.35785486443381e-05	NA
OTU621	5.26315789473684e-05	NA
OTU403	5.25355672414496e-05	NA
OTU955	5.25287233067119e-05	NA
OTU1686	5.2027027027027e-05	NA
OTU1323	4.99894812394812e-05	NA
OTU2583	4.76190476190476e-05	NA
OTU252	4.68960330203214e-05	NA
OTU654	4.53476650913087e-05	NA
OTU1649	4.20078795078795e-05	NA
OTU2160	3.99023441243555e-05	NA
OTU3030	3.95161290322581e-05	NA
OTU3134	3.936121858323e-05	NA
OTU2319	3.88225305126437e-05	NA
OTU3137	3.77155172413793e-05	NA
OTU1018	3.7489102005231e-05	NA
OTU1324	3.74496727437904e-05	NA
OTU1027	3.7037037037037e-05	NA
OTU1591	3.57142857142857e-05	NA
OTU1665	3.57142857142857e-05	NA
OTU2827	3.55107917607918e-05	NA
OTU2294	3.46369722724212e-05	NA
OTU186	3.44827586206897e-05	NA
OTU717	3.44827586206897e-05	NA
OTU718	3.44827586206897e-05	NA
OTU828	3.4353613575625e-05	NA
OTU2824	3.38024660605306e-05	NA
OTU1229	3.33333333333333e-05	NA
OTU1643	3.33333333333333e-05	NA
OTU2650	3.33333333333333e-05	NA
OTU2722	3.33333333333333e-05	NA
OTU532	3.33333333333333e-05	NA
OTU2778	3.30984006505828e-05	NA
OTU1105	3.28282828282828e-05	NA
OTU1773	3.2258064516129e-05	NA
OTU1831	3.2258064516129e-05	NA
OTU21	3.2258064516129e-05	NA
OTU2195	3.2258064516129e-05	NA
OTU2351	3.2258064516129e-05	NA
OTU2611	3.2258064516129e-05	NA
OTU2828	3.2258064516129e-05	NA
OTU87	3.2258064516129e-05	NA
OTU872	3.2258064516129e-05	NA
OTU1921	3.2034632034632e-05	NA
OTU905	3.16346314448781e-05	NA
OTU1532	3.125e-05	NA
OTU1765	3.125e-05	NA
OTU2008	3.125e-05	NA
OTU2322	3.125e-05	NA
OTU2328	3.125e-05	NA
OTU1235	3.125e-05	NA
OTU2705	3.1077694235589e-05	NA
OTU2178	3.03030303030303e-05	NA
OTU2238	3.03030303030303e-05	NA
OTU2305	3.03030303030303e-05	NA
OTU2625	3.03030303030303e-05	NA
OTU2919	3.03030303030303e-05	NA
OTU355	3.03030303030303e-05	NA
OTU478	3.03030303030303e-05	NA
OTU893	3.03030303030303e-05	NA
OTU1044	2.94117647058824e-05	NA
OTU1070	2.94117647058824e-05	NA
OTU1369	2.94117647058824e-05	NA
OTU1460	2.94117647058824e-05	NA
OTU1855	2.94117647058824e-05	NA
OTU2084	2.94117647058824e-05	NA
OTU2389	2.94117647058824e-05	NA
OTU2554	2.94117647058824e-05	NA
OTU593	2.94117647058824e-05	NA
OTU644	2.94117647058824e-05	NA
OTU50	2.92207792207792e-05	NA
OTU1517	2.91620892839309e-05	NA
OTU1798	2.89183277205099e-05	NA
OTU926	2.86690433749257e-05	NA
OTU1227	2.85714285714286e-05	NA
OTU1929	2.85714285714286e-05	NA
OTU2096	2.85714285714286e-05	NA
OTU2864	2.85714285714286e-05	NA
OTU3022	2.85714285714286e-05	NA
OTU3073	2.85714285714286e-05	NA
OTU427	2.85714285714286e-05	NA
OTU45	2.85714285714286e-05	NA
OTU847	2.85714285714286e-05	NA
OTU183	2.85204991087344e-05	NA
OTU2124	2.77782517864597e-05	NA
OTU1092	2.77777777777778e-05	NA
OTU2477	2.77777777777778e-05	NA
OTU2620	2.77777777777778e-05	NA
OTU283	2.77777777777778e-05	NA
OTU454	2.77777777777778e-05	NA
OTU68	2.77777777777778e-05	NA
OTU1332	2.70833333333333e-05	NA
OTU1008	2.7027027027027e-05	NA
OTU1112	2.7027027027027e-05	NA
OTU1251	2.7027027027027e-05	NA
OTU149	2.7027027027027e-05	NA
OTU241	2.7027027027027e-05	NA
OTU2687	2.7027027027027e-05	NA
OTU2712	2.7027027027027e-05	NA
OTU973	2.7027027027027e-05	NA
OTU1363	2.63157894736842e-05	NA
OTU2159	2.63157894736842e-05	NA
OTU2910	2.63157894736842e-05	NA
OTU2968	2.63157894736842e-05	NA
OTU5	2.63157894736842e-05	NA
OTU545	2.63157894736842e-05	NA
OTU2491	2.59952465834819e-05	NA
OTU1507	2.56410256410256e-05	NA
OTU1753	2.56410256410256e-05	NA
OTU2334	2.54901960784314e-05	NA
OTU2258	2.51185798205922e-05	NA
OTU2714	2.5e-05	NA
OTU712	2.5e-05	NA
OTU2230	2.35690235690236e-05	NA
OTU308	2.3205982480176e-05	NA
OTU325	2.27782021899669e-05	NA
OTU1026	2.23285486443381e-05	NA
OTU433	2.23108182667006e-05	NA
OTU600	2.22222222222222e-05	NA
OTU2952	2.15327156503627e-05	NA
OTU2711	2.12498502776955e-05	NA
OTU1858	1.94805194805195e-05	NA
OTU1624	1.8939883645766e-05	NA
OTU1650	1.8341307814992e-05	NA
OTU1396	1.08294930875576e-05	NA
OTU960	1.08240108240108e-05	NA
OTU1854	9.52380952380952e-06	NA
OTU1879	9.14408866995074e-06	NA
OTU785	8.77366097954334e-06	NA
OTU2455	8.05171530977982e-06	NA
OTU1422	7.98160173160173e-06	NA
OTU1155	7.69230769230769e-06	NA
OTU1335	6.85275087552128e-06	NA
OTU875	6.66099012873207e-06	NA
OTU1572	6.47451963241437e-06	NA
OTU952	6.09081930863614e-06	NA
OTU2118	5.89840359264739e-06	NA
OTU2591	5.86080586080586e-06	NA
OTU848	5.4063471440924e-06	NA
OTU739	5.02152080344333e-06	NA
OTU198	4.41176470588235e-06	NA
OTU2126	3.77073906485671e-06	NA
OTU64	3.46320346320347e-06	NA
OTU126	3.27600327600328e-06	NA
OTU2600	3.27600327600328e-06	NA
OTU491	3.27600327600328e-06	NA
OTU42	3.00507920289705e-06	NA
OTU2610	2.93040293040293e-06	NA
OTU2810	2.84629981024668e-06	NA
OTU2669	2.67857142857143e-06	NA
OTU2961	2.29515229515229e-06	NA
OTU171	2.13675213675214e-06	NA
OTU1915	1.89933011327698e-06	NA
OTU2759	1.69772044772044e-06	NA
OTU2408	1.63398692810458e-06	NA
OTU916	1.63398692810458e-06	NA
OTU1406	1.4309968469561e-06	NA
OTU2360	1.00806451612903e-06	NA
OTU2630	8.91265597147951e-07	NA
OTU2642	8.40336134453782e-07	NA
OTU2521	7.93650793650794e-07	NA
OTU10	0	NA
OTU100	0	NA
OTU1004	0	NA
OTU1005	0	NA
OTU1007	0	NA
OTU1009	0	NA
OTU1014	0	NA
OTU1017	0	NA
OTU1019	0	NA
OTU1020	0	NA
OTU1021	0	NA
OTU1025	0	NA
OTU1028	0	NA
OTU103	0	NA
OTU1031	0	NA
OTU1032	0	NA
OTU1033	0	NA
OTU1035	0	NA
OTU1037	0	NA
OTU104	0	NA
OTU1041	0	NA
OTU1043	0	NA
OTU1048	0	NA
OTU1049	0	NA
OTU1051	0	NA
OTU1052	0	NA
OTU1053	0	NA
OTU1059	0	NA
OTU1061	0	NA
OTU1074	0	NA
OTU1078	0	NA
OTU1083	0	NA
OTU1084	0	NA
OTU1087	0	NA
OTU1088	0	NA
OTU1093	0	NA
OTU1100	0	NA
OTU1101	0	NA
OTU1102	0	NA
OTU1108	0	NA
OTU1110	0	NA
OTU1113	0	NA
OTU112	0	NA
OTU1120	0	NA
OTU1122	0	NA
OTU1123	0	NA
OTU1127	0	NA
OTU1130	0	NA
OTU1131	0	NA
OTU1134	0	NA
OTU1136	0	NA
OTU1138	0	NA
OTU1139	0	NA
OTU114	0	NA
OTU1140	0	NA
OTU1141	0	NA
OTU1143	0	NA
OTU1147	0	NA
OTU1148	0	NA
OTU1149	0	NA
OTU1150	0	NA
OTU1153	0	NA
OTU1158	0	NA
OTU1159	0	NA
OTU1162	0	NA
OTU1165	0	NA
OTU1167	0	NA
OTU1168	0	NA
OTU1170	0	NA
OTU1173	0	NA
OTU1176	0	NA
OTU1177	0	NA
OTU118	0	NA
OTU1181	0	NA
OTU1183	0	NA
OTU1184	0	NA
OTU119	0	NA
OTU1191	0	NA
OTU1192	0	NA
OTU1195	0	NA
OTU1198	0	NA
OTU1199	0	NA
OTU12	0	NA
OTU1202	0	NA
OTU1205	0	NA
OTU1208	0	NA
OTU1216	0	NA
OTU1218	0	NA
OTU1220	0	NA
OTU1222	0	NA
OTU1223	0	NA
OTU1224	0	NA
OTU1226	0	NA
OTU1228	0	NA
OTU1230	0	NA
OTU1234	0	NA
OTU1236	0	NA
OTU124	0	NA
OTU1241	0	NA
OTU1243	0	NA
OTU1245	0	NA
OTU1246	0	NA
OTU1247	0	NA
OTU1248	0	NA
OTU1255	0	NA
OTU1267	0	NA
OTU1269	0	NA
OTU1270	0	NA
OTU1272	0	NA
OTU1273	0	NA
OTU1274	0	NA
OTU1276	0	NA
OTU1277	0	NA
OTU128	0	NA
OTU1280	0	NA
OTU1281	0	NA
OTU1282	0	NA
OTU1285	0	NA
OTU1290	0	NA
OTU1298	0	NA
OTU1299	0	NA
OTU13	0	NA
OTU130	0	NA
OTU1300	0	NA
OTU1304	0	NA
OTU1305	0	NA
OTU1308	0	NA
OTU131	0	NA
OTU1310	0	NA
OTU132	0	NA
OTU1320	0	NA
OTU1322	0	NA
OTU1325	0	NA
OTU1326	0	NA
OTU1327	0	NA
OTU1328	0	NA
OTU1329	0	NA
OTU1334	0	NA
OTU134	0	NA
OTU1341	0	NA
OTU1344	0	NA
OTU1345	0	NA
OTU1347	0	NA
OTU1349	0	NA
OTU1353	0	NA
OTU1355	0	NA
OTU1356	0	NA
OTU1357	0	NA
OTU1358	0	NA
OTU1359	0	NA
OTU136	0	NA
OTU1364	0	NA
OTU1365	0	NA
OTU1370	0	NA
OTU1372	0	NA
OTU1377	0	NA
OTU1379	0	NA
OTU138	0	NA
OTU1380	0	NA
OTU1385	0	NA
OTU1387	0	NA
OTU1389	0	NA
OTU1391	0	NA
OTU1392	0	NA
OTU1397	0	NA
OTU1398	0	NA
OTU1403	0	NA
OTU1408	0	NA
OTU1409	0	NA
OTU1413	0	NA
OTU1417	0	NA
OTU142	0	NA
OTU1420	0	NA
OTU1424	0	NA
OTU1427	0	NA
OTU1430	0	NA
OTU1432	0	NA
OTU1433	0	NA
OTU1434	0	NA
OTU1436	0	NA
OTU1437	0	NA
OTU1439	0	NA
OTU1442	0	NA
OTU1445	0	NA
OTU1449	0	NA
OTU145	0	NA
OTU1451	0	NA
OTU1455	0	NA
OTU1462	0	NA
OTU1465	0	NA
OTU1467	0	NA
OTU147	0	NA
OTU1471	0	NA
OTU1472	0	NA
OTU1476	0	NA
OTU1477	0	NA
OTU1478	0	NA
OTU148	0	NA
OTU1480	0	NA
OTU1481	0	NA
OTU1482	0	NA
OTU1487	0	NA
OTU1489	0	NA
OTU1492	0	NA
OTU1494	0	NA
OTU1496	0	NA
OTU1497	0	NA
OTU1498	0	NA
OTU15	0	NA
OTU1501	0	NA
OTU1502	0	NA
OTU1503	0	NA
OTU1504	0	NA
OTU1505	0	NA
OTU1506	0	NA
OTU1508	0	NA
OTU1512	0	NA
OTU1513	0	NA
OTU1519	0	NA
OTU152	0	NA
OTU1524	0	NA
OTU1527	0	NA
OTU1531	0	NA
OTU1533	0	NA
OTU1535	0	NA
OTU1537	0	NA
OTU1538	0	NA
OTU1539	0	NA
OTU1541	0	NA
OTU1543	0	NA
OTU1544	0	NA
OTU1548	0	NA
OTU1550	0	NA
OTU1552	0	NA
OTU1554	0	NA
OTU1561	0	NA
OTU1564	0	NA
OTU1565	0	NA
OTU1567	0	NA
OTU1569	0	NA
OTU157	0	NA
OTU1576	0	NA
OTU1578	0	NA
OTU1579	0	NA
OTU158	0	NA
OTU1582	0	NA
OTU1585	0	NA
OTU1589	0	NA
OTU1593	0	NA
OTU1594	0	NA
OTU1596	0	NA
OTU16	0	NA
OTU160	0	NA
OTU1602	0	NA
OTU1604	0	NA
OTU1605	0	NA
OTU1609	0	NA
OTU161	0	NA
OTU1610	0	NA
OTU1613	0	NA
OTU1615	0	NA
OTU1617	0	NA
OTU1619	0	NA
OTU162	0	NA
OTU1620	0	NA
OTU163	0	NA
OTU1633	0	NA
OTU1636	0	NA
OTU164	0	NA
OTU1647	0	NA
OTU1648	0	NA
OTU1655	0	NA
OTU1656	0	NA
OTU1657	0	NA
OTU1658	0	NA
OTU1661	0	NA
OTU1670	0	NA
OTU1671	0	NA
OTU1672	0	NA
OTU1675	0	NA
OTU1676	0	NA
OTU1678	0	NA
OTU1679	0	NA
OTU1682	0	NA
OTU1683	0	NA
OTU1684	0	NA
OTU1688	0	NA
OTU1689	0	NA
OTU1690	0	NA
OTU1693	0	NA
OTU1694	0	NA
OTU1695	0	NA
OTU1696	0	NA
OTU1698	0	NA
OTU1700	0	NA
OTU1702	0	NA
OTU1705	0	NA
OTU1707	0	NA
OTU1708	0	NA
OTU1713	0	NA
OTU1714	0	NA
OTU1715	0	NA
OTU1716	0	NA
OTU1718	0	NA
OTU1719	0	NA
OTU172	0	NA
OTU1721	0	NA
OTU1725	0	NA
OTU1729	0	NA
OTU1730	0	NA
OTU1731	0	NA
OTU1732	0	NA
OTU1733	0	NA
OTU1736	0	NA
OTU1737	0	NA
OTU1738	0	NA
OTU1739	0	NA
OTU1740	0	NA
OTU1741	0	NA
OTU1744	0	NA
OTU1749	0	NA
OTU1750	0	NA
OTU1751	0	NA
OTU1752	0	NA
OTU1754	0	NA
OTU1756	0	NA
OTU1758	0	NA
OTU1759	0	NA
OTU1760	0	NA
OTU1762	0	NA
OTU1763	0	NA
OTU1766	0	NA
OTU1769	0	NA
OTU1770	0	NA
OTU1771	0	NA
OTU1776	0	NA
OTU178	0	NA
OTU1782	0	NA
OTU1787	0	NA
OTU179	0	NA
OTU1790	0	NA
OTU1792	0	NA
OTU1793	0	NA
OTU1795	0	NA
OTU1797	0	NA
OTU18	0	NA
OTU180	0	NA
OTU1804	0	NA
OTU1808	0	NA
OTU1810	0	NA
OTU1811	0	NA
OTU1812	0	NA
OTU1813	0	NA
OTU1814	0	NA
OTU1815	0	NA
OTU1819	0	NA
OTU1821	0	NA
OTU1822	0	NA
OTU1824	0	NA
OTU1825	0	NA
OTU1829	0	NA
OTU1830	0	NA
OTU1834	0	NA
OTU1835	0	NA
OTU1836	0	NA
OTU1837	0	NA
OTU1839	0	NA
OTU1840	0	NA
OTU1841	0	NA
OTU1845	0	NA
OTU1846	0	NA
OTU1850	0	NA
OTU1856	0	NA
OTU1862	0	NA
OTU1867	0	NA
OTU1870	0	NA
OTU1878	0	NA
OTU188	0	NA
OTU1880	0	NA
OTU1881	0	NA
OTU1882	0	NA
OTU1884	0	NA
OTU1885	0	NA
OTU1889	0	NA
OTU189	0	NA
OTU1897	0	NA
OTU1899	0	NA
OTU190	0	NA
OTU1901	0	NA
OTU1902	0	NA
OTU1903	0	NA
OTU1906	0	NA
OTU1908	0	NA
OTU1912	0	NA
OTU1917	0	NA
OTU1919	0	NA
OTU1923	0	NA
OTU1924	0	NA
OTU1925	0	NA
OTU1927	0	NA
OTU1928	0	NA
OTU193	0	NA
OTU1933	0	NA
OTU1935	0	NA
OTU194	0	NA
OTU1940	0	NA
OTU1944	0	NA
OTU1945	0	NA
OTU195	0	NA
OTU1951	0	NA
OTU1953	0	NA
OTU1954	0	NA
OTU1955	0	NA
OTU1960	0	NA
OTU1962	0	NA
OTU1965	0	NA
OTU1966	0	NA
OTU1967	0	NA
OTU1971	0	NA
OTU1972	0	NA
OTU1974	0	NA
OTU1977	0	NA
OTU1978	0	NA
OTU1982	0	NA
OTU1985	0	NA
OTU1986	0	NA
OTU1988	0	NA
OTU1990	0	NA
OTU1993	0	NA
OTU200	0	NA
OTU2001	0	NA
OTU2002	0	NA
OTU2004	0	NA
OTU2006	0	NA
OTU2007	0	NA
OTU2009	0	NA
OTU2011	0	NA
OTU2013	0	NA
OTU2016	0	NA
OTU2017	0	NA
OTU2018	0	NA
OTU2019	0	NA
OTU2020	0	NA
OTU2023	0	NA
