ID	LipidIon	log_t.test_p.value_BHcorrect	logFC	VIP	VIP_num	Regulate
6.17_809.519045295181	PI(16:0/16:0)	0.0463234188729871	-0.0909764456582982	VIP <1	0.281358015958688	Normal
6.18_778.538014026144	PC(36:6)(rep)(rep)(rep)(rep)	0.915539949157279	0.35036487227181	VIP <1	0.834037050266291	Normal
6.21_756.554084322981	PC(34:3)(rep)(rep)(rep)	2.1687277945742	0.341214125205625	VIP <1	0.783370378762981	Normal
6.21_800.54596603268	PC(16:0/18:3)(rep)	1.82923461703432	0.336816949557157	VIP <1	0.714800842555114	Normal
6.23_780.554172645161	PC(36:5)(rep)(rep)(rep)(rep)(rep)	1.53194479802983	0.817540367605481	VIP >=1	1.37976191764583	Up
6.23_822.600746518072	PC(39:5)	1.59750908021294	-0.575472022988581	VIP >=1	1.12770773818489	Down
6.24_1024.67829242771	CerG3(d18:1/16:0)	0.337262672685117	0.13757883441992	VIP <1	0.598999284308556	Normal
6.24_766.537859680723	PC(35:5)(rep)	0.433689262758137	0.146596575071854	VIP <1	0.39426845225697	Normal
6.25_766.538071228916	PC(33:2)(rep)	0.425435794818225	0.140954915412867	VIP <1	0.393348206644123	Normal
6.25_766.574557006024	PC(36:4p)	6.27012624518123	-1.18998448839369	VIP >=1	2.00105009830577	Down
6.25_878.575320307229	PI(18:0/18:3)(rep)	0.988822664046928	0.678513994251179	VIP >=1	1.08688168110888	Normal
6.26_730.538205981595	PC(32:2)(rep)	0.177072664001696	0.130991063863538	VIP <1	0.240085032017913	Normal
6.26_744.554007849398	PC(33:2)	0.300275020871459	0.0916100944403761	VIP <1	0.327111553007544	Normal
6.27_691.574866656626	SM(d33:0)	0.0704576398209019	-0.0407408457441053	VIP <1	0.623496258714407	Normal
6.27_764.522486907975	PC(35:6)	1.22931694843762	0.552133450873926	VIP >=1	1.00128771269928	Normal
6.27_788.54593013253	PC(15:0/18:2)	0.278730179247379	0.0876701455297361	VIP <1	0.300029923207904	Normal
6.28_805.62218013253	SM(d42:6)	0.0610703373509822	0.0258901011883518	VIP <1	0.53312463831121	Normal
6.29_764.522499079755	PE(18:1/20:5)(rep)	1.22245186086909	0.548954872820593	VIP >=1	1.00448789460613	Normal
6.32_762.508563337349	PE(18:1/20:5)	0.396686106518342	0.43355922031623	VIP <1	0.972074791857512	Normal
6.33_790.575241289157	PC(38:6p)(rep)	2.91648917080223	-0.415469161500261	VIP <1	0.972049977114348	Normal
6.34_581.457289801205	OAHFA(38:6)(rep)	0.691531565341763	0.503570877337951	VIP <1	0.405000370613219	Normal
6.34_772.527573253012	PE(18:2p/22:6)(rep)	0.149535172367229	0.0393286641608122	VIP <1	0.401093161309597	Normal
6.34_806.567037656627	PC(36:3)(rep)(rep)	1.7343936884167	0.177192744950212	VIP <1	0.53323567559506	Normal
6.34_806.569873825301	PC(38:6)(rep)(rep)	1.67101690698799	0.171626890014562	VIP <1	0.532545652231077	Normal
6.34_835.535751638554	PI(16:0/18:1)	0.282619876866546	-0.0671419279952992	VIP <1	0.506041215896224	Normal
6.34_873.550054409639	PI(17:0/20:3)	0.431583881893283	0.00300911397390342	VIP <1	0.644773776645716	Normal
6.35_740.5224896	PC(33:4)	0.924019396306676	-0.77843789982721	VIP >=1	1.15731784058496	Normal
6.35_740.522532885542	PE(36:4)	1.08127185150881	-0.852446696809931	VIP >=1	1.22194577013218	Normal
6.35_770.513996512048	PE(18:2p/22:6)	0.411683223611151	-0.0942521788106836	VIP <1	0.31392060142208	Normal
6.35_804.551434054264	PC(36:4)(rep)	0.58891205885246	0.461604959654205	VIP <1	0.728043556311085	Normal
6.35_806.497670572289	PS(38:6)	0.722724775749195	-0.530755372525487	VIP >=1	1.04742170476456	Normal
6.35_828.55140903012	PC(40:9)(rep)(rep)	0.720312012487892	0.191248911170213	VIP <1	0.555095120937405	Normal
6.36_1181.75192679518	GM3(d36:1)(rep)	0.16947698691279	0.14433424382782	VIP <1	0.577946533106516	Normal
6.36_738.50886310241	PE(18:2/18:2)	0.945679777903698	-0.669168580341261	VIP >=1	1.09591102953838	Normal
6.36_850.561797993976	PC(16:0/22:6)	0.40285153305763	0.112127896518857	VIP <1	0.339853939034778	Normal
6.37_712.492987921687	PE(16:0/18:3)	0.598344604543059	-0.273298735275418	VIP <1	0.679257939531782	Normal
6.37_714.506819861446	PE(34:3)(rep)	0.209687581984589	-0.0911197897979954	VIP <1	0.546851185851842	Normal
6.38_764.558984644578	PC(36:5p)(rep)	1.4390881253578	-0.267411984514441	VIP <1	0.618430761360251	Normal
6.38_782.569692170455	PC(36:4)(rep)(rep)	0.335749382560158	-0.500444756646972	VIP <1	0.778669498724115	Normal
6.39_716.558874915663	PC(32:1p)	8.07037349048018	-1.45048256852481	VIP >=1	2.32852394092906	Down
6.42_770.56973136747	PC(35:3)	2.51310888384912	0.372158544455084	VIP <1	0.846642838365746	Normal
6.42_928.591374813253	PI(18:0/22:6)(rep)	2.5981384679283	0.29228577781819	VIP <1	0.738037378326941	Normal
6.44_814.560559506024	PC(17:1/18:2)	1.65392363558167	0.320830721275316	VIP <1	0.767274133297488	Normal
6.45_854.567031373494	PC(40:7)(rep)(rep)	2.42335868900803	0.579056943672763	VIP >=1	1.15957794492977	Up
6.46_832.585073807229	PC(40:7)(rep)(rep)(rep)	1.85674198675239	0.343248998300787	VIP <1	0.770985435446167	Normal
6.48_861.550649066265	PI(18:1/18:1)	0.776674444456922	-0.134793660542581	VIP <1	0.523150159839244	Normal
6.48_885.551542042169	PI(18:0/20:4)	0.745383651499399	-0.10747033577675	VIP <1	0.347057984994368	Normal
6.5_1588.11772684337	CL(24:0/20:4/20:4/18:0)	0.146889754530173	-0.0106440902537594	VIP <1	0.141074122892937	Normal
6.5_725.556964506024	SM(d36:4)(rep)	1.49797073156402	0.466388743898956	VIP <1	0.846084195391564	Normal
6.5_858.601102174699	PC(42:8)(rep)	0.745546504920045	-0.17717152916381	VIP <1	0.52760178575002	Normal
6.5_876.577236246988	PC(18:1/22:6)	2.31934156660281	0.45914038442966	VIP >=1	1.13463119743048	Up
6.51_703.57500023494	SM(d34:1)(rep)	1.65098187883844	0.166380050648318	VIP <1	0.603839404985208	Normal
6.53_911.566630704819	PI(18:0/22:5)	0.0132679117028295	0.0218748305706151	VIP <1	0.308374131923061	Normal
6.57_1586.10581593373	CL(20:4/20:4/24:1/18:0)	1.14384481254662	0.310966269518907	VIP <1	0.728627292187886	Normal
6.57_706.538083313253	PC(30:0)	0.588059266547858	-0.165192298299338	VIP <1	0.600718137535847	Normal
6.57_792.590152048193	PC(38:6e)	0.392577694737513	-0.0986026434803193	VIP <1	0.395621986995898	Normal
6.58_794.569455024096	PC(37:5)(rep)	0.0445058097604581	0.100516172993418	VIP <1	0.538213884677415	Normal
6.59_838.560395138554	PC(17:0/20:5)	0.125100309894304	0.0220733794137978	VIP <1	0.602902364647017	Normal
6.6_836.581116108434	PC(18:0p/20:5)	0.481391208948092	-0.109286675760651	VIP <1	0.466635197829968	Normal
6.61_805.621805939759	SM(d42:6)(rep)	0.460094572164953	0.337418394970505	VIP <1	0.591291830201775	Normal
6.61_862.625244921687	CerG2(d18:1/16:0)	3.2237081008169	0.394771484630485	VIP <1	0.844728309458885	Normal
6.62_740.522604555556	PC(33:4)(rep)	0.226470331481127	-0.353713671101677	VIP >=1	1.39994155156038	Normal
6.62_860.610481548193	CerG2(d34:1)	2.75540844612376	0.486038037430665	VIP <1	0.949154197421378	Normal
6.66_712.492298166667	PE(16:0/18:3)(rep)	0.183633246206108	0.390411936600853	VIP <1	0.999512499720657	Normal
6.66_740.558872343373	PC(34:3p)(rep)	0.983007662929759	0.296204738050431	VIP <1	0.435998737746662	Normal
6.67_766.57491713253	PC(36:4p)(rep)	1.98845194718797	-0.305254525050323	VIP <1	0.694983641018973	Normal
6.67_810.529282451807	PS(18:0/20:4)	0.529448252602677	-0.560558333560103	VIP <1	0.580473284644594	Normal
6.68_770.56976229697	PC(35:3)(rep)	0.152247730215195	0.085557144134485	VIP <1	0.320203349535253	Normal
6.69_810.56548376506	PC(18:2p/18:2)	2.83854362849797	-0.386574246102045	VIP <1	0.884926646175604	Normal
6.7_814.560906048485	PC(15:0/20:3)	0.0633227212556945	0.0579259688873702	VIP <1	0.533593255970525	Normal
6.71_810.565662156627	PC(16:0e/20:5)	2.59961007427701	-0.343551445430471	VIP <1	0.802157763607004	Normal
6.71_858.60101530303	PC(42:8)(rep)(rep)	0.629203252318999	0.206108062947931	VIP <1	0.522044625251397	Normal
6.71_860.60935828125	CerG2(d34:2)	0.133384168798392	0.0519107193219471	VIP <1	0.238566307650137	Normal
6.72_751.574466975904	SM(d38:5)(rep)	2.24965786465429	0.516175574041298	VIP <1	0.999907625408462	Normal
6.72_754.538107331325	PC(34:4)(rep)(rep)	0.293842644721411	0.0881357287860724	VIP <1	0.36646464760868	Normal
6.73_754.535761566265	PC(32:1)	0.139184925069604	-0.000218536994280574	VIP <1	0.276070441888201	Normal
6.73_902.591667030121	PC(20:2/22:6)	0.716273379790706	0.259289863624176	VIP <1	0.614098998090507	Normal
6.74_732.553844120482	PC(32:1)(rep)	0.0619736125851364	-0.096044806283675	VIP <1	0.489846443863872	Normal
6.75_729.590818277108	SM(d36:2)	2.14309492368614	0.331201716749506	VIP <1	0.768861171922602	Normal
6.75_837.548799993976	PI(34:1)(rep)	0.0620538262025034	0.044441911166372	VIP <1	0.395687698118785	Normal
6.75_854.575659722891	PI(34:1)	0.0896475493911362	-0.011686079210303	VIP <1	0.330481319966298	Normal
6.75_861.55138653012	PI(18:0/18:2)	2.48743098915526	0.339674842160951	VIP <1	0.808939957997848	Normal
6.76_776.545122150602	PC(16:0/16:1)	0.158807307131767	0.0768747728074666	VIP <1	0.448713718304904	Normal
6.77_804.551421721212	PC(38:7)(rep)(rep)(rep)(rep)(rep)(rep)	2.18154391238542	0.326664496807074	VIP <1	0.733922791642072	Normal
6.79_764.522673379518	PC(35:6)(rep)	1.03023411337215	0.347659151275882	VIP <1	0.829617876354483	Normal
6.79_764.522805385542	PE(16:0/22:6)(rep)	1.02074199608541	0.344789107739075	VIP <1	0.826373686782447	Normal
6.8_762.508785451807	PE(16:0/22:6)	0.784117353386143	0.28478932154398	VIP <1	0.75158332476464	Normal
6.83_782.567080240964	PC(34:1)(rep)	0.560315157010373	0.0996086719514771	VIP <1	0.273896015812082	Normal
6.83_782.569855560241	PC(36:4)(rep)(rep)(rep)	0.539226954131889	0.0915437984046169	VIP <1	0.258258553592937	Normal
6.83_880.590956656627	PI(36:2)	1.41299099832381	-0.172652367901468	VIP <1	0.46014333541387	Normal
6.85_826.56297536747	PC(16:0/20:4)(rep)	0.773254684725475	0.124973492641039	VIP <1	0.318687450613302	Normal
6.86_746.51309760241	PE(18:1p/20:5)	1.59296257258624	-0.250021391411546	VIP <1	0.633904078614966	Normal
6.86_748.527583518072	PE(18:1p/20:5)(rep)	1.46322176393154	-0.244178189140773	VIP <1	0.641293320011334	Normal
6.87_766.53952563253	dMePE(16:0/20:4)	0.544903477543084	0.119154509339926	VIP <1	0.321184366084593	Normal
6.87_768.590202952756	PC(36:4e)	1.08511142155078	0.435609960929768	VIP <1	0.84689528130341	Normal
6.89_904.591360626506	PI(18:0/20:4)(rep)	0.107979712806329	-0.0125680952058161	VIP <1	0.165087163770171	Normal
6.91_722.511941813253	PE(16:0p/20:5)(rep)	3.37511693518508	-0.713115361507567	VIP >=1	1.22151844816467	Down
6.92_720.497625927711	PE(16:0p/20:5)	3.80233210602821	-0.712101288008915	VIP >=1	1.25865465174641	Down
6.93_930.606613066265	PI(18:0/22:5)(rep)	0.033774758321737	-0.000240492887537572	VIP <1	0.246807156273869	Normal
6.94_818.605722277108	PC(40:6p)	0.059664434007221	0.0123377869174796	VIP <1	0.423063019303578	Normal
6.95_742.57455323494	PC(34:2p)(rep)	1.08127185150881	0.43354777728546	VIP <1	0.745258892932337	Normal
6.95_755.606310933735	SM(d38:3)	2.25729014973286	0.541605645884682	VIP <1	0.963525722787605	Normal
6.95_790.538256307229	PC(37:7)	1.01049852973242	0.385605840476947	VIP >=1	1.01479841218447	Normal
6.95_808.585583012048	PC(38:5)	0.968166374313074	0.129600482918199	VIP <1	0.447983595975898	Normal
6.95_820.584803873494	PC(39:6)	0.33413637787889	-0.274481257849951	VIP <1	0.556639590656868	Normal
6.96_790.538197024096	PE(18:1/22:6)(rep)	1.1433204237711	0.421753707415683	VIP >=1	1.06096624383942	Normal
6.97_788.524452843374	PE(18:1/22:6)	1.04725563045365	0.384034139532229	VIP >=1	1.02211788653622	Normal
6.97_799.597090108434	SM(d38:3)(rep)	1.17909608053992	0.538990748195335	VIP <1	0.908830299312206	Normal
6.97_864.576040174699	PC(17:0/22:6)	0.369587420728544	-0.304030769727784	VIP <1	0.706026371158785	Normal
6.98_852.577693313253	PC(18:1/20:4)	1.0312103306575	0.137310569702043	VIP <1	0.475074056160573	Normal
7.01_852.576017813253	PS(41:4)	0.902577007641031	0.127433124727845	VIP <1	0.444107232565526	Normal
7.03_834.600901620482	PC(40:6)	0.282619876866546	0.208159826758252	VIP <1	0.534176085435652	Normal
7.04_790.574404855422	PC(38:6p)(rep)(rep)	0.647878204204499	-0.0953619215973005	VIP <1	0.648397834837448	Normal
7.05_834.566711753012	PC(16:0p/22:6)	0.525901960398603	-0.0576368672920988	VIP <1	0.629374655450011	Normal
7.06_717.59045136747	SM(d35:1)	0.979128091830441	-0.317061977928101	VIP >=1	1.02750130209313	Normal
7.07_781.621668873494	SM(d40:4)	2.48743098915526	0.593105587403288	VIP >=1	1.09642974781015	Up
7.08_761.581431590361	SM(d35:1)(rep)	1.20180706205024	-0.320441537858184	VIP >=1	1.01031373468921	Normal
7.13_758.569452198795	PC(34:2)(rep)(rep)(rep)	3.07065485227735	0.183475738757349	VIP <1	0.626136002675804	Normal
7.14_773.533895403614	PG(18:0/18:2)	1.03537470574498	-0.272500797566309	VIP <1	0.825341221433252	Normal
7.15_802.561299819277	PC(16:1/18:1)	1.86461761720267	0.151994808393562	VIP <1	0.521314663926757	Normal
7.15_863.564956801205	PI(36:2)(rep)	5.51144017437606	0.463410518462482	VIP >=1	1.06629552102206	Up
7.15_880.590848855422	PI(36:2)(rep)(rep)	5.94925587164179	0.454714436927479	VIP >=1	1.07839527032405	Up
7.17_742.539694825301	dMePE(16:0/18:2)	0.100990472104603	0.0380047566677611	VIP <1	0.187398320141721	Normal
7.18_911.566562192771	PI(18:0/22:5)(rep)(rep)	2.96639732341857	-0.453427635652506	VIP >=1	1.06323489144564	Down
7.19_887.566598746988	PI(18:0/20:3)	0.863852575932953	-0.183768662541817	VIP <1	0.51344023331247	Normal
7.21_700.572238692771	CerG1(d18:1/16:0)(rep)	0.110092439359657	0.0139155711945535	VIP <1	0.616708696105102	Normal
7.22_705.590577150602	SM(d34:0)	0.0903980934444698	0.101931302034263	VIP <1	0.607231262148904	Normal
7.22_722.513024116883	PE(16:0e/20:5)	0.714428153938681	0.376714430245227	VIP <1	0.747348717393719	Normal
7.22_722.513651522293	PE(18:2p/18:2)(rep)	0.0547455072598297	0.16026812037185	VIP <1	0.387879380919115	Normal
7.22_724.527574030864	PE(18:2p/18:2)	0.0513141630771422	0.0521937993463601	VIP <1	0.228548838869328	Normal
7.22_742.574582671329	PC(34:2p)(rep)(rep)	1.94143096651577	-0.964580990197223	VIP >=1	1.38495596712809	Down
7.22_816.590478777108	PC(40:7p)(rep)	0.336450038536517	-0.0541535235027649	VIP <1	0.77613985444575	Normal
7.22_849.549860554217	PI(17:0/18:1)	0.130773730486672	0.207181078690645	VIP <1	0.646793505625474	Normal
7.23_749.582055385542	SM(d34:0)(rep)	0.132325542439954	0.124903669727611	VIP <1	0.640960967052808	Normal
7.24_820.584994566265	PC(39:6)(rep)	0.926319102115497	0.261082874575449	VIP <1	0.624036938497922	Normal
7.24_860.581108746988	PC(18:1p/22:6)	0.0431081990150189	0.0525351036202244	VIP <1	0.702355663426044	Normal
7.26_690.506829846154	PE(32:1)	0.0652606830956128	0.174351044510663	VIP >=1	1.01320843715555	Normal
7.27_688.492329813253	PE(16:0/16:1)	0.0294228008181229	0.100295399352173	VIP <1	0.855961478793784	Normal
7.27_864.576661801205	PC(17:0/22:6)(rep)	0.868605752849464	0.263157860164481	VIP <1	0.600244062631244	Normal
7.29_770.56943243038	PC(35:3)(rep)(rep)	0.481391208948092	0.24820857013092	VIP <1	0.612699050120479	Normal
7.29_860.616407524096	PC(42:7)	0.761377948285476	0.220161196384218	VIP <1	0.52190531224385	Normal
7.3_784.585619271084	PC(36:3)(rep)(rep)(rep)(rep)	1.68285678154553	0.173501360036287	VIP <1	0.464015556853876	Normal
7.31_730.574530933735	PC(33:1p)	7.17254070314436	-1.12998917197935	VIP >=1	1.9347517325954	Down
7.31_806.567378463855	PC(36:3)(rep)(rep)(rep)	1.1404061335334	0.312583725709323	VIP <1	0.705414873455556	Normal
7.32_740.522499861446	PC(17:4/16:0)	0.168168349550707	0.134660689983081	VIP <1	0.605498460029943	Normal
7.32_740.522733174699	PE(16:0/20:4)(rep)	0.159499302527237	0.130172601380421	VIP <1	0.596256368416147	Normal
7.32_828.577942536145	PC(18:1/18:2)	2.5981384679283	0.215278635173058	VIP <1	0.566792439233591	Normal
7.33_738.508833240964	PE(16:0/20:4)	0.139644583048567	0.12080341026479	VIP <1	0.545663146073377	Normal
7.33_806.568248048193	PC(38:6)(rep)(rep)(rep)	0.66526700941223	0.22098318581461	VIP <1	0.516439024955587	Normal
7.34_722.5132965	PE(16:0p/20:4)	1.08506882202268	-0.315825963223368	VIP <1	0.657207498152072	Normal
7.34_768.554880848485	dMePE(18:1/18:2)	2.48743098915526	0.218027139085389	VIP <1	0.522278422571531	Normal
7.39_690.543221963855	PC(30:1e)	1.82256275351624	-0.264520267035888	VIP <1	0.747988674318005	Normal
7.39_792.589864006024	PC(38:6e)(rep)	1.34719723207756	-0.105841996801417	VIP <1	0.652666775231021	Normal
7.41_836.582160018072	PC(16:0e/22:6)	1.1344582262407	-0.0775631372943626	VIP <1	0.702233120001168	Normal
7.46_717.590718457831	SM(d35:1)(rep)(rep)	1.51461253909938	0.228715448712201	VIP <1	0.610776176716189	Normal
7.46_878.591681445256	PC(18:0/22:6)	0.330108867140007	0.177861033735308	VIP <1	0.369808588172608	Normal
7.47_766.538332975904	PC(17:4/18:1)	0.979889490832027	0.353551755079131	VIP <1	0.89510727457973	Normal
7.48_720.553793150602	PC(31:0)(rep)	0.0652606830956128	0.0455004693371773	VIP <1	0.199776970562075	Normal
7.48_761.582393915663	SM(d35:1)(rep)(rep)(rep)	1.23943615499579	0.255509294968779	VIP <1	0.679702361871325	Normal
7.48_766.53822586747	PE(18:1/20:4)(rep)	0.968166374313074	0.351556272239739	VIP <1	0.892431996079719	Normal
7.48_796.58544839759	PC(37:4)(rep)	0.560937567750962	-0.335963871453736	VIP <1	0.66730875726949	Normal
7.49_731.606359	SM(d36:1)	0.00682782430719508	0.0680898495256679	VIP <1	0.531789502061935	Normal
7.49_764.524794909639	PE(18:1/20:4)	1.06128115197704	0.338674073640619	VIP <1	0.844901557524727	Normal
7.49_834.600900472973	PC(40:6)(rep)	0.945679777903698	-0.47596900126675	VIP <1	0.73195939634743	Normal
7.5_818.605596801205	PC(40:6p)(rep)	0.221320365330089	0.138208488050651	VIP <1	0.543233113691086	Normal
7.51_808.582680295181	PC(36:2)(rep)	0.415316357284547	-0.10007749181113	VIP <1	0.629800014369205	Normal
7.51_840.57691986747	PC(17:0/20:4)	0.450993412693311	-0.27248697857139	VIP <1	0.601633263756819	Normal
7.52_862.598012433735	PC(18:0p/22:6)	0.324072350392338	0.180303934997597	VIP <1	0.611059440930412	Normal
7.53_775.598004	SM(d36:1)(rep)	0.330108867140007	0.279617722630104	VIP <1	0.592356356490758	Normal
7.53_830.56700586747	PC(38:5)(rep)	0.14847668865311	0.0700828928503142	VIP <1	0.460779401999518	Normal
7.54_808.585505927711	PC(38:5)(rep)(rep)	0.382346560131676	-0.154706172498881	VIP <1	0.695358910104764	Normal
7.54_810.600663539394	PC(38:4)(rep)(rep)(rep)	0.459633143050733	0.321985221573416	VIP <1	0.385930044423771	Normal
7.55_852.577439608434	PC(16:0/22:5)	0.293514084066334	-0.101111438439768	VIP <1	0.587593085010658	Normal
7.59_716.558903536144	PC(32:1p)(rep)	0.0494845884296192	0.0976473172276745	VIP <1	0.324774358212914	Normal
7.61_766.574891963855	PC(36:4p)(rep)(rep)	1.09977166386947	-0.171048273019899	VIP <1	0.618468583030791	Normal
7.62_889.58007913253	PI(38:3)	0.884094310511423	-0.182184223827175	VIP <1	0.51796458628468	Normal
7.62_906.606961487952	PI(38:3)(rep)	0.901628514167495	-0.172019265321943	VIP <1	0.492486643309233	Normal
7.63_748.527856240964	PE(16:0p/22:6)(rep)	1.34302911921981	-0.147825156640633	VIP <1	0.611659339300926	Normal
7.63_784.585614831325	PC(36:3)(rep)(rep)(rep)(rep)(rep)	0.0287112113534789	0.0235812546662754	VIP <1	0.403279305437726	Normal
7.63_810.566571680723	PC(16:0p/20:4)	0.459633143050733	-0.101509184028115	VIP <1	0.53832861291834	Normal
7.64_746.513924837349	PE(16:0p/22:6)	1.36205770001157	-0.14253408383658	VIP <1	0.599235706904498	Normal
7.65_716.522595313253	PE(34:2)	0.00240809558362832	-0.00652273705890107	VIP <1	0.661331555167886	Normal
7.65_716.522680259036	PC(31:2)	0.00261001807203932	-0.00725961568109677	VIP <1	0.658573505077656	Normal
7.65_797.60656223494	PA(28:2/15:0)	1.70336633862754	0.356581637844152	VIP <1	0.805704837852825	Normal
7.65_828.578073174699	PC(16:0/20:3)	0.249960380480396	0.0794890974567492	VIP <1	0.430373525137994	Normal
7.66_714.508694445783	PE(16:0/18:2)	0.00155924412342569	-0.00720873695742493	VIP <1	0.614961928900045	Normal
7.66_806.569153639241	PC(38:6)(rep)(rep)(rep)(rep)	1.81329020698785	0.318115508089407	VIP <1	0.704069008475984	Normal
7.68_692.558876921687	PC(30:0e)	0.393537797599811	-0.117168421462106	VIP <1	0.52305792047658	Normal
7.68_768.554936873494	dMePE(16:0/20:3)	0.301777383144005	0.147323581889602	VIP <1	0.463597097991239	Normal
7.68_782.497485391566	PS(18:2/18:2)	0.249425416659021	0.139691443065637	VIP <1	0.629077113464371	Normal
7.69_746.569576138554	PC(33:1)	1.49797073156402	0.316671881503628	VIP <1	0.631506320773439	Normal
7.7_736.549806084337	PC(16:0e/14:0)	0.15710009958394	-0.0662579837840826	VIP <1	0.516364721022093	Normal
7.71_790.561309066265	PC(15:0/18:1)	1.0579240348104	0.287010262684303	VIP <1	0.576027935671502	Normal
7.74_743.60624889759	SM(d37:2)	0.738479896924462	0.22528524993418	VIP <1	0.614135120605354	Normal
7.74_844.621544795181	PC(42:7p)	0.139874797938594	0.138840939606175	VIP <1	0.575484035116888	Normal
7.74_913.581613078313	PI(20:0/20:4)	1.20669058634151	-0.200642927645435	VIP <1	0.50863129806473	Normal
7.75_787.597086150602	SM(d37:2)(rep)	0.58308562399211	0.215061973814105	VIP <1	0.617145606825914	Normal
7.75_792.590234933735	PC(38:6e)(rep)(rep)	0.41256573283778	-0.0929435655240768	VIP <1	0.502587624039374	Normal
7.76_774.543224283133	PE(18:1p/22:6)(rep)	0.0505882686908143	0.0128964134749742	VIP <1	0.403612519193247	Normal
7.77_742.535765439759	PE(34:0)	0.42481622397783	-0.292639811977446	VIP <1	0.82982027617551	Normal
7.77_742.538420740964	PE(36:3)	0.66526700941223	-0.390481736740976	VIP >=1	1.0272594142556	Normal
7.77_742.538475144578	PC(33:3)(rep)(rep)	0.596997668618378	-0.372906396438146	VIP <1	0.992232137006109	Normal
7.77_772.52972046988	PE(18:1p/22:6)	0.241161020498633	-0.044479308341973	VIP <1	0.424305572941347	Normal
7.77_796.585004819277	PC(37:4)(rep)(rep)	0.549389680190997	0.164521185204204	VIP <1	0.361645134519389	Normal
7.77_836.582275590361	PC(18:1p/20:4)	0.0878102029539373	-0.0191656181024532	VIP <1	0.486343413012173	Normal
7.78_740.524596271084	PE(18:1/18:2)	0.481391208948092	-0.320098620448204	VIP <1	0.809128813492539	Normal
7.78_840.577273506024	PC(17:0/20:4)(rep)	0.459114027281613	0.158847710733346	VIP <1	0.352965515990604	Normal
7.79_1259.79984428916	GM3(d42:3)	1.24069300903594	0.332162075502569	VIP <1	0.759151693834657	Normal
7.79_808.513195487952	PS(38:5)	0.196123260130057	-0.165657798244874	VIP <1	0.75932366240586	Normal
7.79_822.600861090361	PC(39:5)(rep)	0.429676586593716	0.127159726904337	VIP <1	0.351289990101543	Normal
7.79_866.591764759036	PC(17:0/22:5)	0.523278661139018	0.16833759072346	VIP <1	0.483614102256868	Normal
7.8_802.560431760736	PC(16:0/18:2)	0.922455867236283	0.217756520615316	VIP <1	0.457924326275618	Normal
7.8_807.637651283133	SM(d42:5)	0.126638784586965	0.233043428062486	VIP <1	0.568185149628987	Normal
7.82_768.59051860241	PC(36:4e)(rep)	0.58308562399211	-0.0814896218108656	VIP <1	0.51712291833238	Normal
7.82_812.582486361446	PC(16:0e/20:4)	1.1936098399791	-0.128003183386306	VIP <1	0.560493802130456	Normal
7.83_632.525011253012	DG(18:3/18:2)	0.0513141630771422	0.0849979082524073	VIP <1	0.69580367042563	Normal
7.83_742.574426090361	PC(34:2p)(rep)(rep)(rep)	0.276257510521382	0.109600795435377	VIP <1	0.401728464212301	Normal
7.83_786.566457909639	PC(16:0p/18:2)	0.00155924412342569	0.0323856942027538	VIP <1	0.343339960380569	Normal
7.83_812.581801795181	PC(16:0p/20:3)	2.07567443627191	-0.183479223234838	VIP <1	0.712284072312465	Normal
7.83_818.605982216867	PC(40:6p)(rep)(rep)	0.294617373509958	-0.119184538369241	VIP <1	0.545571251132676	Normal
7.85_718.574854036145	PC(32:1e)	0.945679777903698	0.193352667622251	VIP <1	0.464179520158894	Normal
7.85_762.565459951807	PC(16:0e/16:1)	1.03528834477389	0.24504638156507	VIP <1	0.545201027857585	Normal
7.85_764.524384753012	PE(18:0/20:5)	0.237010196786168	-0.0426087414542105	VIP <1	0.845434083613057	Normal
7.85_766.538251006024	PE(18:0/20:5)(rep)	0.0899737974438927	0.0123204270944382	VIP <1	0.78135036788563	Normal
7.85_766.538847240964	PC(16:0/19:5)	0.132980259626592	0.0143589334176204	VIP <1	0.773812222356518	Normal
7.85_772.585080036145	PC(35:2)	2.91532534715293	0.464825808422954	VIP >=1	1.07263985502195	Up
7.85_794.605996692771	PC(38:4p)	0.361659254455607	0.0980130273121419	VIP <1	0.450734234103716	Normal
7.85_838.598090771084	PC(18:0p/20:4)	0.201217023393766	0.0724002802437298	VIP <1	0.453600582826453	Normal
7.86_816.577119240964	PC(17:0/18:2)	1.32762606179691	0.240464374564867	VIP <1	0.639428439775542	Normal
7.86_838.59677513253	PC(16:0e/22:5)	0.0619736125851364	0.0393448131706923	VIP <1	0.473838162989124	Normal
7.86_863.566893530121	PI(18:0/18:1)	0.0250252231002111	0.0621452303623563	VIP <1	0.488036880030536	Normal
7.88_834.601648873494	PC(40:6)(rep)(rep)(rep)	0.738479896924462	0.15452092519258	VIP <1	0.432347383895142	Normal
7.89_682.540506668675	DG(18:2/22:6)	0.266404740597334	0.0676794718853716	VIP <1	0.506301393002773	Normal
7.89_722.513847343374	PE(16:0p/20:4)(rep)	0.493403475593959	-0.125349452024994	VIP <1	0.36796702932287	Normal
7.89_724.527864192771	PE(16:0p/20:4)(rep)(rep)	0.171321193375459	-0.0432537505831627	VIP <1	0.31291056093208	Normal
7.89_790.502518524096	PS(38:6p)	0.0142480989007213	0.0600500738346629	VIP <1	0.422282103373736	Normal
